year,month,day,issue,num_pages,topics,subtopics,method
1910,11,21,590,32,berlin leipziger|en 55|konzert abds uhr|blusen seiden|bei der zur,berlin|leipziger|str|verk|berliner,bertopic
1910,11,21,591,14,pelzwaren in allen|12 75|herrn herr|sorten 27|0056 5056,pelzwaren|in allen|fabrik|in|feinsten,bertopic
1910,11,22,273,38,regts nr|tolſtoi er|ca stück|uhr hermannsſchlacht|er privattelegramm,regts|nr|des|inſ|reſ,bertopic
1910,11,23,274,38,zeuge auto|uhr sonntag|sie die|prozent sich|landw der landw,zeuge|auto|er|wurde|daß,bertopic
1910,11,24,275,42,5050 0050|100 99|partei konſervativen|dollar millionen|preiſe landwirtſchaft,5050|0050|000|0056|006,bertopic
1910,11,25,276,34,ss 22|ich holland|er schutzleute|89 99|rio de rio,ss|22|en|35|55,bertopic
1910,11,26,277,55,cm br|hotel lage|zeugen worden|verlag verlag von|auch heiterkeit,cm|br|cm br|50|in echt,bertopic
1910,11,27,278,51,berlin str|000 miete|kinder wächter|hypothek 000|prozent 000,berlin|str|gratis|und franko|charlottenburg,bertopic
1910,11,28,603,4,10 uhr|und er|er der|von der|wird der,10|uhr|50|ich|an,bertopic
1910,11,28,604,12,prozent die|cm cm lang|99 100|hotel aus|inh herr,prozent|die|sich|auch|und,bertopic
1910,11,29,279,40,er habe|101 100|tanks tank|uhr sonntag|bank banken,er|habe|angeklagte|zeuge|angeklagten,bertopic
1910,11,30,280,41,die daß|millionen prozent|posten reine|buch geb|regts inſ,die|daß|werden|auch|nicht,bertopic
1910,12,01,281,49,22 en|uhr theater|prozent sich|006 250|uhr 12 uhr,22|en|s5|55|as,bertopic
1910,12,02,282,38,magiſtrat daß|verlag verlag von|geſetz freiheit|005 500|102 100,magiſtrat|daß|die|der|bahn,bertopic
1910,12,03,283,56,22 en|uhr theater|hotel grand|100 99|500 1000,22|en|55|ss|aa,bertopic
1910,12,04,284,52,teilnahme am|die der|ich sie|verkauf strasse|deutſchen franzöſiſchen,teilnahme|am|geb|dezember|dank,bertopic
1910,12,05,616,4,die und|der in|die und|liberalen der|die in,die|und|der|von|10,bertopic
1910,12,05,617,12,berlin str|er ihm|die mit|prozent millionen|wurden ein,berlin|str|in berlin|zement|uhr,bertopic
1910,12,06,285,46,arbeitskammern arbeiter|sich prozent|kreiſe im kreiſe|prozent verwaltung|pelz störenfried,arbeitskammern|arbeiter|nicht|arbeitgeber|wir,bertopic
1910,12,07,286,46,er zeuge|herr frl|berlin spitzen|100 90|millionen aktien,er|zeuge|habe|ich|daß,bertopic
1910,12,08,287,45,arbeitskammern arbeiter|er ſie|12 00|verlag verlag von|berlin friedrichstr,arbeitskammern|arbeiter|arbeitskammer|ſie|abg,bertopic
1910,12,09,288,44,hotel haus|sonntag anſang uhr|er ihn|kreiſe friedrich|theater uhr,hotel|haus|lage|grand hotel|grand,bertopic
1910,12,10,289,40,en 22|uhr sonntag|16 25|000 500|er zeugen,en|22|2o|35|as,bertopic
1910,12,11,290,76,hypothek 000|en 22|verlag verlag von|das war|kleider mark,hypothek|000|verkaufen|zu verkaufen|poſtamt,bertopic
1910,12,12,629,4,10 50|die den|iſt und|ich und|der des,10|50|berlin|12|20,bertopic
1910,12,12,630,12,100 500|sich die|berlin prakt arzt|1911 april|der störenfried,100|500|000|90|250,bertopic
1910,12,13,291,48,namedy dr|cm 50|breithaupt zeuge|500 000|100 90,namedy|dr|ich|wasser|sehr,bertopic
1910,12,14,292,50,cm ca|99 500|wohnung hoffmann|truppe schutztruppe|berlin stuttgart,cm|ca|cm groß|größe|groß,bertopic
1910,12,15,293,46,pfund pf|55 22|anleihe anleihe von|99 500|uhr uhr freitag,pfund|pf|pr|60|70,bertopic
1910,12,16,294,41,500 000|echte geschäftsf|hatte fleet|verlag verlag von|93 103,500|000|0056|5050|00b6,bertopic
1910,12,17,295,39,hotel lage|drahtbericht prozent|uhr sonntag|500 000|ſoll die,hotel|lage|grand|grand hotel|haus,bertopic
1910,12,18,296,72,uhr montag|cm größe|95 75|gold echt|str adr,uhr|montag|geſchloſſen|sonnabend|akten,bertopic
1910,12,19,642,4,10 50|die der|er schulz|in der|der in,10|50|00|ferner|tot,bertopic
1910,12,19,643,12,berlin ist|100 99|geſchloſſen geſchloſſen geſchloſſen|500 100|dampfer ein,berlin|ist|str|in|schöneberg,bertopic
1910,12,20,297,44,angeklagten zeuge|theater uhr|die auf dem|im kreiſe kreiſe|55 22,angeklagten|zeuge|er|ſei|zeugen,bertopic
1910,12,21,298,52,uhr geſchloſſen|en ss|250 000|co lisenw|damenhemden konto,uhr|geſchloſſen|sonntag|theater|montag,bertopic
1910,12,22,299,42,100 103|hotel haus|landw penſion|chef zum|bank bk,100|103|101|102|99,bertopic
1910,12,23,300,34,pf preisen|en 55|100 91|zu kreiſe|feuerwehrleute feuer,pf|preisen|pfund|cm|in,bertopic
1910,12,24,301,27,regts nr|uhr akten|sonnu st|uhr chriſtmeſſe|00 ss,regts|nr|des|gardefeldart|berlin des,bertopic
1910,12,25,302,55,erzbiſchof der erzbiſchof|dem vorſtandes|bank die bank|ſie er|50 blusen,erzbiſchof|der erzbiſchof|paulweber|caſpar|caſpar paulweber,bertopic
1910,12,26,655,4,10 ecke|der des|am theater|der die|der mann,10|ecke|in|berlin|ferner,bertopic
1910,12,27,656,10,100 99|hotel zimmer|ist sich|inſeln beſucher|januar im,100|99|91|400|100 400,bertopic
1910,12,28,303,42,91 100|ausbildung unterricht|leichenhalle nachmittags|theater das|börſe die börſe,91|100|75|96|97,bertopic
1910,12,29,304,33,man es|berlin stuttgart|100 000|hotel pension|25 00,man|es|die|das|und,bertopic
1910,12,30,305,37,hotel lage|hypothek hypotheken|000 2550|uhr sonntag|liſſabon regierung,hotel|lage|grand|komfort|preise,bertopic
1910,12,31,306,34,100 91|en 22|sich börse|pädagogik entwicklung|5050 2550,100|91|500|93|100 100,bertopic
1911,01,01,1,48,orchester konzert|000 prozent|zeit iſt|uhr in akten|sich mehr,orchester|konzert|schumann|januar abends|januar,bertopic
1911,01,02,2,4,berlin potsdamer|der die|der in|die für|ich mir,berlin|potsdamer|und|januar|uhr,bertopic
1911,01,02,3,10,bank bk|000 0050|kaiſer der|der werden|bezeichnet verſchiedenen,bank|bk|000|credit|250,bertopic
1911,01,03,2,26,der die|en 55|zement damen|theater uhr|teil berlin,der|die|den|daß|zu,bertopic
1911,01,04,3,32,en 55|iſt schweizer|uhr donnerstag|prozent millionen|0050 500,en|55|22|sa|ee,bertopic
1911,01,05,4,40,hotel haus|grad bedeckt|verkehr halteſtellen|500 00|en 22,hotel|haus|grand|grand hotel|lage,bertopic
1911,01,06,5,42,stadtv verſammlung|kaufm berlin|halteſtelle lebende|29 an|106 62,stadtv|verſammlung|deputation|caſſel|daß,bertopic
1911,01,07,6,30,uhr theater|angeklagten verteidiger|en se|die beerdigung beerdigung|bei dem dem,uhr|theater|sonntag|anfang|anfang uhr,bertopic
1911,01,08,7,64,000 hypotheken|en 22|cm breit|zimmer bad|muſeen man,000|hypotheken|hypothek|miete|mieten,bertopic
1911,01,09,15,4,der die|und die,der|die|in|und|von,bertopic
1911,01,09,16,10,der die|00 62|bank bk|99 000|ist gelöscht,der|die|er|in|und,bertopic
1911,01,10,8,50,hotel grand|en se|ich staatsanwaltſchaft|straße charlottenburg|pf pr,hotel|grand|lage|haus|ranges,bertopic
1911,01,11,9,44,en 55|steuer der steuer|doch und|ſie wurde|103 00,en|55|22|5s|se,bertopic
1911,01,12,10,28,eiſenbahner liſſabon|vortrag ein|steuer wir|angeklagten gericht|wert bis serie,eiſenbahner|liſſabon|miniſter|regierung|innern,bertopic
1911,01,13,11,30,er und|er fiſcher|0050 2550|stammk kaufm|100 92,er|und|das|den|der,bertopic
1911,01,14,12,46,en 55|uhr sonntag|prozent 000|0050 00|mißhandlung oder,en|55|22|se|as,bertopic
1911,01,15,13,48,gehörig in gemarkung|zimmer bad|1911 januar|et deen|geiſter wiſſenſchaft,gehörig|in gemarkung|gemarkung|geb|nutzungsw,bertopic
1911,01,16,28,4,sie und|die der|die der|don er|der die,sie|und|in|ich|zu,bertopic
1911,01,16,29,10,100 500|er der|hotel bahnhof|ballon der|der 16 januar,100|500|00|50|000,bertopic
1911,01,17,14,42,steuer wir|100 92|banknoten vermieten|str strasse|25 87,steuer|wir|zuwachsſteuer|die|daß,bertopic
1911,01,18,15,40,waſſer eingeſchloſſenen|zeugen gericht|cm posten|geb entſchlief|500 0056,waſſer|eingeſchloſſenen|das|unterſeeboot|drei,bertopic
1911,01,19,16,35,abg antrag|uhr sonntag|waſſer marine|deutſchen deutſche|vorſitzende daß,abg|antrag|ziffer|dr|weber,bertopic
1911,01,20,17,38,ſie sie|prozent sich|uhr berlin|22 en|jeden uhr,ſie|sie|frau|herberich|war,bertopic
1911,01,21,18,36,uhr sonntag|steuer landesfürſten|berlin str|meter stück|ſie ich,uhr|sonntag|anfang|anfang uhr|theater,bertopic
1911,01,22,19,52,verkaufen zu verkaufen|hotel grand|stadt düſſeldorf|kaſſel philharmonie|hypothek 000,verkaufen|zu verkaufen|billig|verkaufen verkaufen|terrain,bertopic
1911,01,23,41,10,oberſt oberſt kommandeur|schulz kommandiert|profeſſor an der|landgericht dr|generalmaſor kommandeur der,oberſt|oberſt kommandeur|kommandeur|kommandeur des|inſanterieregiments,bertopic
1911,01,23,42,12,100 500|ſie daß|prozent millionen|kreis in|nr unterzahlmeiſter,100|500|00|000|50,bertopic
1911,01,24,20,41,angeklagte schreiber|maulund seuche|pf ein posten|abg nicht|des dem,angeklagte|schreiber|habe|daß|gericht,bertopic
1911,01,25,21,34,uhr sonntag|00 500|55 en|500 100|gemeinden den gemeinden,uhr|sonntag|sonnabend|theater|anfang,bertopic
1911,01,26,22,40,hotel lage|pariſer der unbekannte|berlin nach|juli uhr|pf dose,hotel|lage|haus|grand|komfort,bertopic
1911,01,27,23,30,am geb|000 haus|die der|kaiſer des|durch für,am|geb|leiden|nachmittags|ſtatt,bertopic
1911,01,28,24,41,hatte glühbirnen|nicht elſaßlothringen|kaiſer kaiſers|pariſer anf uhr|nr herzog,hatte|glühbirnen|waren|umgeben|firma,bertopic
1911,01,29,25,40,dr dem|deutſchen deutſche|cm meter|stadt die stadt|er mohr,dr|dem|in|med|dr med,bertopic
1911,01,30,54,4,der frau|ii 10|die der|ich und|er die,der|frau|die|dem|ein,bertopic
1911,01,30,55,10,prozent die|00 000|pariſer kleine|brauerei 50|in allen allen,prozent|die|ist|sich|der,bertopic
1911,01,31,26,44,100 103|aktienkapital millionen|500 000|verlag verlag von|zeuge schröder,100|103|102|101|99,bertopic
1911,02,01,27,48,cm ca|kommiſſion ausführungsbeſtimmungen|100 91|0050 500|wurde einen,cm|ca|schön|sehr|br,bertopic
1911,02,02,28,42,hotel haus|500 0050|exploſion new|uhr am|impfung impfgeſetzes,hotel|haus|grand|ranges|komfort,bertopic
1911,02,03,29,33,antrag die|pfund pf|ist sich|0056 0050|brücke bei,antrag|die|der|wir|wenn,bertopic
1911,02,04,30,56,en 22|uhr sonntag|cm meter|75b 00|kronprinz der kronprinz,en|22|55|ee|35,bertopic
1911,02,05,31,34,uhr akten|berlin hannover|zimmer bad|richter werden|gehörig februar 10,uhr|akten|montag|in akten|uhr die,bertopic
1911,02,06,67,4,berlin 10|die er|der die|die der|ich und,berlin|10|uhr|ferner|für,bertopic
1911,02,06,68,12,mein dollarprinzeſſin|99 100|wagen die|bank 71|hotel pension,mein|dollarprinzeſſin|ist|franz|kleine,bertopic
1911,02,07,32,43,uhr sonntag|ich großvater|brand gebracht|orcheſter herr|roman pr,uhr|sonntag|mittwoch|donnerstag|uhr mittwoch,bertopic
1911,02,08,33,38,antrag richter|0050 0056|gemeinden aufgaben|berliner berlin|marlene du,antrag|richter|abg|aſſeſſoren|ich,bertopic
1911,02,09,34,50,en 22|staatsanwaltſchaft schwurgerichte|straßenbahn stadt|100 101|per bad,en|22|ss|55|se,bertopic
1911,02,10,35,30,uhr sonnu|00 0050|meiſterin er|millionen dividende|ist dieser,uhr|sonnu|sonntag|hl|abds,bertopic
1911,02,11,36,37,0050 5050|theater uhr|lehrer die lehrer|000 10 februar|500 00,0050|5050|00|2550|140,bertopic
1911,02,12,37,56,deutſchen ausländiſchen|uhr konzert|stadtverordneten die|akten von akten|meter 39,deutſchen|ausländiſchen|wir|papiere|kapitals,bertopic
1911,02,13,80,4,stimmen beiſitzer|die den|der er|berliner minuten|ich mich,stimmen|beiſitzer|liſte|11|10,bertopic
1911,02,13,81,10,0050 00|millionen auf|er in|ſie und|berlin nebel,0050|00|5050|0056|2550,bertopic
1911,02,14,38,31,bad verm|theater uhr|anträge abg|möbel zimmer|das daß,bad|verm|min sek|elektr|uhr,bertopic
1911,02,15,39,34,00 500|uhr anfang uhr|methode krankheit|an den an|dominik er,00|500|100|99|000,bertopic
1911,02,16,40,56,uhr sonntag|geb berlin|00 2550|sigmaringen sigmaringen an|wilmersdorf schöneberg,uhr|sonntag|theater|freitag|anfang uhr,bertopic
1911,02,17,41,34,millionen prozent|0050 00|uhr theater|berlin in berlin|pfund pf,millionen|prozent|sich|000|ist,bertopic
1911,02,18,42,41,2550 0050|hotel komfort|uhr jeden|leiden unſer|bezirke bezirke des,2550|0050|7550|00|000,bertopic
1911,02,19,43,52,zimmer wohnungen|theater uhr|en 55|muſik strauß|gefangenen abg,zimmer|wohnungen|bad|zu vermieten|vermieten,bertopic
1911,02,20,93,4,der die|der in|iſt es,der|die|des|und|in,bertopic
1911,02,20,94,14,100 00|55 en|uhr ich|pension telephon|sich der,100|00|500|000|50,bertopic
1911,02,21,44,38,es reſervefonds|uhr sonntag|hotel zimmer|00 0056|wir eiſenbahnverwaltung,es|reſervefonds|nicht|daß|man,bertopic
1911,02,22,45,35,charlottenburg berlin|5050 0050|ilſe war|bar blieb|klaſſe iv klaſſe,charlottenburg|berlin|str|in berlin|ist,bertopic
1911,02,23,46,32,0050 500|der die|kaffee er|hotel zimmer|miniſter wünſche,0050|500|5050|00|7550,bertopic
1911,02,24,47,34,pr pfund|berlin str|arbeiter verwaltung|er war|regale poſten,pr|pfund|dose|pf|pi,bertopic
1911,02,25,48,40,regt nr|wir offiziere|generalſtabe kommandeur|100 91|werden zuſchläge,regt|nr|regts|zum|beim,bertopic
1911,02,26,49,52,der des|uhr montag|000 sich|blut empfehlen|juden jüdiſche,der|des|werden|nicht|daß,bertopic
1911,02,27,106,4,der von|und die|uhr 12|die der|der dem,der|von|in|aus|dem,bertopic
1911,02,27,107,10,nr des|ſeine wie|und ist|er ſich|99 100,nr|des|berlin|zu|von,bertopic
1911,03,01,51,40,stickerei mit stickerei|konkurrenz die konkurrenz|en ss|100 91|hrn berlin,stickerei|mit stickerei|cm|ca|50,bertopic
1911,03,02,52,46,hotel grand|frau er|zu verkaufen verkaufen|uhr sonnabend|publikum damen,hotel|grand|lage|haus|ranges,bertopic
1911,03,03,53,40,nationalliberalen hahn|ſie ihr|remonten preiſe|0050 500|nervenſubſtanz lecithin,nationalliberalen|hahn|herr|landwirte|partei,bertopic
1911,03,04,54,30,arbeiter die|0050 00|wurde er|ſie ilſe|und das,arbeiter|die|nicht|arbeiterausſchüſſe|militärverwaltung,bertopic
1911,03,05,55,70,millionen sich|55 22|sonntag uhr|stadt die stadt|cm cm breit,millionen|sich|bank|prozent|um,bertopic
1911,03,06,119,4,mark berlin|der kaiſer|die der|berliner in|der war,mark|berlin|märz|profeſſor|für,bertopic
1911,03,06,120,18,00 0050|wohnung zu vermieten|aktiengeſellſchaft bei der|sich die|uhr sonntag,00|0050|500|000|750,bertopic
1911,03,07,56,38,millionen die|99 100|act ges act|ich sehr richtig|dividende ha,millionen|die|sparkaſſen|banken|der,bertopic
1911,03,08,57,43,berlin kriegsminiſter|sich besserung|00 0050|haar ist|profeſſoren katholiſchen,berlin|kriegsminiſter|verhandlungen|tempelhof|eingemeindung,bertopic
1911,03,09,58,46,kirche wenn|hotel grand|55 s5|uhr sonnabend|verſteigern ſofortige barzahlung,kirche|wenn|katholiſchen|evangeliſchen|die,bertopic
1911,03,10,59,40,uhr theater|lehrer wir|unterbeamten beamten|100 91|000 miete,uhr|theater|sonnabend|uhr sonnabend|anfang uhr,bertopic
1911,03,11,60,33,dr bei dem|hotel pension|100 99|er und|ist sich,dr|bei dem|in berlin|berlin|dem,bertopic
1911,03,12,61,63,lehrer schule|regts adjutanten|gehörig berlin|bayern luitpold|ist sich,lehrer|schule|werden|die|schulen,bertopic
1911,03,13,132,4,der die|ſie frau|es man|10 pl|die der,der|die|und|in|des,bertopic
1911,03,13,133,17,neue frei|bank 133|theater uhr|ich kaiſer|leiſtungen bei,neue|frei|leipziger|ii|str,bertopic
1911,03,14,62,38,schule kirche|er angeklagte|prozent ist|oper und|0050 0056,schule|kirche|wir|die|die schule,bertopic
1911,03,15,63,40,en 55|haare haar|750 2550|95 65|deplacement stapel,en|55|22|je|85,bertopic
1911,03,16,64,44,uhr theater|bernhard ich|103 102|bank bk|fauſt man,uhr|theater|uhr freitag|sonntag|sonnabend,bertopic
1911,03,17,65,45,000 prozent|100 91|500 185|500 00|klaſſe intend,000|prozent|sich|auf|gegen,bertopic
1911,03,18,66,38,höheren wir|100 91|seeberufsgenoſſenſchaft schiffe|en 55|zimmer komfort,höheren|wir|schule|schulen|die,bertopic
1911,03,19,67,60,geheilt beſtätigt|fürth nürnberg|orchester konzert|50 75|bekämpfung nicht,geheilt|beſtätigt|behandelt|heilung|im jahre,bertopic
1911,03,20,145,4,der die|in der|ich zu|berlin str|10 tot,der|die|den|und|in,bertopic
1911,03,20,146,10,das iſt|bank bk|berlin hermann|türkei die|ballon schröder,das|iſt|der|und|die,bertopic
1911,03,21,68,45,abg wir|konto ige|pension hotel|100 101|abonnentenverſicherung die abonnentenverſicherung,abg|wir|etat|kommiſſion|budgetkommiſſion,bertopic
1911,03,22,69,44,100 103|er maia|100 99|105 62|univerſität dank,100|103|500|250|000,bertopic
1911,03,23,70,45,kommandeur brig|100 92|millionen millionen mark|250 000|brauerei postlagerkarte,kommandeur|brig|kommandeur der|zum kommandeur|kommandeur des,bertopic
1911,03,24,71,40,kolonien werden|00b6 250|theater uhr|sozialdemokratie partei|preußens preußen,kolonien|werden|eingeborenen|wir|südweſtafrika,bertopic
1911,03,25,72,35,deutſchen preußiſchen|pianino statt|ausgabe nachrichten|ſie ich|100 90,deutſchen|preußiſchen|die|auf|einfluß,bertopic
1911,03,26,73,72,11 111|geheilt beſtätigt|hotel grand|miete 000|100 91,11|111|en|der 11|ur,bertopic
1911,03,27,158,4,uhr und|und in|und der|in die|10 ferner,uhr|und|berlin|sie|von,bertopic
1911,03,28,74,46,verlag verlag von|str landhaus|00 750|100 99|ſie myrrha,verlag|verlag von|bei|bei der|bei dem,bertopic
1911,03,29,75,35,00 50b|daß des|einem wurde|abg arbeiter|fleiſch landwirtſchaft,00|50b|25b6|250|b6,bertopic
1911,03,30,76,42,00b 00|konto banken|klaſſe dem|fortbildungsſchulen fortbildungsſchule|eiſenbahnen comm,00b|00|75b|99|500,bertopic
1911,03,31,77,40,millionen prozent|und ſich|100 99|nationalliberalen rechts|fortbildungsſchule gemeinden,millionen|prozent|sich|gesellschaft|auf,bertopic
1911,04,01,78,45,hotel grand|500 250|er ihm|00 25b6|exploſion dampfer,hotel|grand|ranges|haus|lage,bertopic
1911,04,02,79,66,prozent millionen|000 hypotheken|zimmer küche|prinzen er|geheilt beſtätigt,prozent|millionen|millionen mark|dividende|konto,bertopic
1911,04,03,171,4,10 ferner|uhr und|der die|er auf|die der,10|ferner|ferner liefen|liefen|ii,bertopic
1911,04,03,172,10,100 00|die wir|berlin str|die generalversammlung|der des,100|00|500|99|90,bertopic
1911,04,04,80,22,100 102|ſie ihr|berlin 15|daß die|000 aktienkapital,100|102|92|101|91,bertopic
1911,04,05,81,41,00b6 50b6|fortbildungsſchule unterricht|100 unk|100 99|pension hotel,00b6|50b6|00h6|500|25b6,bertopic
1911,04,06,82,46,00 75|beerdigung die beerdigung|aktien die aktien|maimon auswärtigen|sich ist,00|75|37|12|50,bertopic
1911,04,07,83,38,100 00|bei der bei|kirche auch|hypothek grundſtück|uhr ausgabe,100|00|500|50|90,bertopic
1911,04,08,84,40,00 00b6|hotel pension|stickerei cheviot|uhr theater|berlin potsdamer,00|00b6|50b6|75b|00b,bertopic
1911,04,09,85,64,zimmer vermieten|geheilt beſtätigt|im kreiſe kreiſe|000 hypothek|ſofort berlin,zimmer|vermieten|zu vermieten|bad|billig zu,bertopic
1911,04,10,184,4,10 ferner|berlin uhr|der die|der kaiſer|die aufſtändiſchen,10|ferner|10 ferner|pl|tot,bertopic
1911,04,10,185,10,sich ist|00b6 00|geſchloſſen teil|90 100|bank 125,sich|ist|für|der|die,bertopic
1911,04,11,86,44,masch 250|100 99|kronprinzenpaar der kronprinz|zimmer möbel|luftſchiff fahrt,masch|250|90b|00b6|112,bertopic
1911,04,12,87,42,prozent millionen|er aber|flügel schwarz|99 500|256 b6,prozent|millionen|millionen mark|1910|aktien,bertopic
1911,04,13,88,34,dem klaſſe|pension hotel|epernay wurden|bank 159|wir ausſtellung,dem|klaſſe|nr|regierungsbaumeiſter|des,bertopic
1911,04,14,89,30,man ſie|uhr nachm|000 verkaufe|22 55|75 50,man|ſie|die|es|ſich,bertopic
1911,04,15,193,16,meter cm|pension zimmer|herr ſtatt|der in der|berlin von 50,meter|cm|breit|cm breit|reine,bertopic
1911,04,16,90,48,ist sich|gehörig gemarkung|geheilt beſtätigt|hypotheken hypothek|000 lotterie,ist|sich|die|sind|so,bertopic
1911,04,17,195,6,10 ferner|und den|die der|uhr berlin|mutter die,10|ferner|pl|tot|ii,bertopic
1911,04,18,196,10,100 91|50b6 00|bank 00b6|pianinos ohne|nibelungen mein,100|91|99|90|92,bertopic
1911,04,19,91,52,hotel ranges|uhr anfang uhr|dr sanatorium|violette general|aufſtändiſchen truppen,hotel|ranges|grand|lage|haus,bertopic
1911,04,20,92,40,dose pfund|uhr freitag|100 92|im kreiſe kreiſe|fez kreta,dose|pfund|pr|pf|40,bertopic
1911,04,21,93,29,uhr sonntag|theater akten|hotel haus|am april|sich ist,uhr|sonntag|gottesdienſt|jeden|monat,bertopic
1911,04,22,94,71,hypothek 000|en 55|ich sie|theater uhr|beerdigung hinterbliebenen,hypothek|000|hypotheken|miete|poſtamt,bertopic
1911,04,23,95,20,sich ist|ſie die|95 90|berlin ges|das iſt,sich|ist|die|der|000,bertopic
1911,04,24,206,4,10 ferner|die in|der aus|und die|de von,10|ferner|ferner liefen|liefen|tot,bertopic
1911,04,24,207,8,bank 00|der die|der die|flügel pianos|und den,bank|00|167|russ|157,bertopic
1911,04,25,96,42,berlin berliner|55 ss|klassen ausbildung|generalſtabe kommandeur|liberalen parteien,berlin|berliner|abteilung|str|in berlin,bertopic
1911,04,26,97,42,en 55|ich krankheiten|reſ landw|zu heinrich|uhr akten,en|55|22|20|35,bertopic
1911,04,27,98,38,ich er|hypotheken hypothek|uhr schulen|könig budapeſt|ohne kein,ich|er|sie|mir|ſie,bertopic
1911,04,28,99,33,00 250|du er|zum uniform|theater uhr|str berlin,00|250|500|00b|75,bertopic
1911,04,29,100,35,0050 00|500 100|theater uhr|pianino 18|zimmer pension,0050|00|500|134|00b6,bertopic
1911,04,30,101,59,hotel grand|stickerei ansatz|000 ueberſchuß|wohnhaus straße|saal säle,hotel|grand|ranges|pension|kurhaus,bertopic
1911,05,01,219,4,der und|der die|10 tot|berlin gratis|die der,der|und|die|ein|des,bertopic
1911,05,01,220,10,100 75|und nur|100 500|zimmer hotel|ich habe,100|75|25|50|00,bertopic
1911,05,02,102,50,100 99|uhr theater|er das|en ss|ich zeuge,100|99|90|91|103,bertopic
1911,05,03,103,30,seide reine|bürgermeiſter rheinprovinz|250 500|album hefte|25 87,seide|reine|schwarz|ia|damen,bertopic
1911,05,04,104,32,zimmer haus|en ss|werden wanderlager|uk 99|pr pfund,zimmer|haus|gas|wohnung|bedingungen,bertopic
1911,05,05,105,39,100 99|abg kommiſſion|500 000|uhr wochentäglich|pf dose,100|99|100 100|91|90,bertopic
1911,05,06,106,39,hotel grand|die vorlage|sozialdemokraten die|er und|kaiſer kaiſerin,hotel|grand|zimmer|lage|komfort,bertopic
1911,05,07,107,56,ſofort ev|erde wie|des kaiſer|000 hypothek|ausſtellung vom,ſofort|ev|ſucht|gr|poſtamt,bertopic
1911,05,08,232,4,berlin uhr|in der|10 ferner|die und|die der,berlin|uhr|und|mark|sie,bertopic
1911,05,08,233,10,100 92|herr frau|500 1000|500 750|fr prozent,100|92|101|102|91,bertopic
1911,05,09,108,42,500 1000|cm ca|abg strecke|en as|kommiſſion regierung,500|1000|99|100|250,bertopic
1911,05,10,109,37,abg strecke|750 0050|prozent sich|100 99|500 1000,abg|strecke|verbindung|nach|linie,bertopic
1911,05,11,110,42,betriebskrankenkaſſen abg|en ss|pfund dose|geſchiedene wirtſchaft die|co metall,betriebskrankenkaſſen|abg|mindeſtens|leiſtungen|betriebskrankenkaſſen betriebskrankenkaſſen,bertopic
1911,05,12,111,41,die nicht|bahnhof poſtamt|en 55|der kaiſer kaiſer|papſt war,die|nicht|daß|den|der,bertopic
1911,05,13,112,38,hotel grand|antrag abg|die arbeiter|en ss|250 000,hotel|grand|haus|ranges|grand hotel,bertopic
1911,05,14,113,39,das und|verlag verlag von|cm ca|seide kostüme|posten stiefel,das|und|stadt|die|der,bertopic
1911,05,15,245,20,verkaufen zu verkaufen|partie neu eingetroffen|schweitzer berlin|berlin stärke|000 lagerkarte,verkaufen|zu verkaufen|preiswert|mit|herrenzimmer,bertopic
1911,05,15,246,10,bank 000|100 102|00 00b6|gegen prozent|und den,bank|000|750|125|137,bertopic
1911,05,16,114,54,ss en|berlin daß|prozent anleihe|prinzeſſin kaiſer|eisenbahn gesellschaft,ss|en|55|22|20,bertopic
1911,05,17,115,34,100 99|mast färsen|00 250|zimmer zimmer mit|friedrich hans,100|99|90|103|102,bertopic
1911,05,18,116,43,berufsgenoſſenſchaften antrag|kaiſer prinzeſſin|im kreiſe kreiſe|00 0050|wagen gleisdreieck,berufsgenoſſenſchaften|antrag|abg|arbeiter|der,bertopic
1911,05,19,117,35,pr pfund|abg maßſtab|ſie ihr|der kaiſer kaiſerin|millionen kg,pr|pfund|10|pf|stück,bertopic
1911,05,20,118,40,prozent sich|millionen für|sonntag uhr|der kaiſer kaiſer|polen polniſchen,prozent|sich|aktien|ist|börse,bertopic
1911,05,21,119,60,konzert garten|ss en|schwarz mit|berlin stenotypistin|reichstag wahl,konzert|garten|auskunft|militär|ſofort,bertopic
1911,05,22,258,10,prozent die|250 500|ferner 10|11 letzte|bank 163,prozent|die|von|bank|der,bertopic
1911,05,22,259,4,der die|und 75,der|die|in|und|den,bertopic
1911,05,23,120,42,50 75|sich prozent|schweden ſchwediſchen|berlin am|500 1000,50|75|tennis|cm|pf,bertopic
1911,05,24,121,40,100 102|stimmen wir|en 22|bank 750|dr frau,100|102|101|99|103,bertopic
1911,05,25,122,40,50 pf|gr konzert|ab dampfer|str berlin|liebknecht abg,50|pf|75|00|paar,bertopic
1911,05,26,265,12,nr regt|uhr abds|75 00|prozent die|pl ferner,nr|regt|inſ|im|württemberg,bertopic
1911,05,27,123,46,hotel ranges|00 000|der reſ reſ|landwirtſchaftlichen auch|ss en,hotel|ranges|grand|grand hotel|lage,bertopic
1911,05,28,124,55,uhr montag|café entree|wir geſetz|wurde flugwoche|er ſeine,uhr|montag|akten|theater|akten von,bertopic
1911,05,29,269,6,der die|von für|die hermione|der die|10 ferner,der|die|und|in|des,bertopic
